age,income,loan_amount,credit_score,city,employment_type,target
57,44727.297739380374,173547.36613268527,633.576560102981,Hyderabad,Self-Employed,88142.30676428917
38,50276.27568784328,239713.23398109135,652.676659647202,Hyderabad,Unemployed,165451.25236030295
33,75146.55968412924,137285.52884153754,548.598600975652,Chennai,Salaried,123413.75726062423
62,54903.910606462436,214677.89660833147,629.0226346395249,Chennai,Unemployed,128295.43124260234
35,46713.49206786704,132170.90976882976,646.4856768070779,Chennai,Salaried,77299.46862584334
64,62441.083717752335,223321.49912167632,833.4555163720983,Hyderabad,Unemployed,155590.6655819135
41,16832.970364881723,198217.92588512582,572.1623081958086,Mumbai,Unemployed,106442.57575958292
43,53534.21837162849,119243.40920472452,752.4924067126706,Bangalore,Salaried,84817.28925910605
42,61562.9779083045,,719.7801141426065,Mumbai,Unemployed,166958.07571457434
62,27821.206313302377,163270.42116009752,669.6445483143095,Chennai,Unemployed,95142.9033192506
58,67156.31064810394,159487.37814928096,773.1034338936594,Chennai,Unemployed,105211.07410484157
46,55077.44611241621,210028.45986154713,676.0473830824805,Mumbai,Self-Employed,115573.98782327105
32,43770.681291487985,257431.86747143575,677.241143696755,Chennai,Salaried,142314.11860275167
62,59491.72799159427,149208.90905108015,646.2815542887719,Bangalore,Unemployed,96307.0900033454
18,84060.39286706594,203083.9924923986,735.6498217693039,Chennai,Salaried,121730.98043366545
42,52727.99382587743,221440.82501652866,726.7528463667619,Bangalore,Salaried,122326.9809376014
24,,234655.28036315722,,Mumbai,Salaried,139842.67188512266
26,43109.58650689634,,557.6526963780863,Mumbai,Unemployed,104423.4003410608
41,37252.33445802813,181648.60804583388,635.791355382304,Chennai,Unemployed,99566.2877579351
18,62455.03724816369,158620.48896756402,593.9973004921648,Bangalore,Salaried,123432.66859912298
61,37158.74261136699,204307.19415231873,645.5532797769251,Chennai,Self-Employed,116302.06618593799
25,51073.49355829089,146393.04940071964,736.6206694278898,Hyderabad,Salaried,91177.54538008747
41,42835.13829852325,53932.47582526962,617.9888841439247,Hyderabad,Self-Employed,42497.20989848263
28,57184.697386195876,443655.98041576677,647.0023633081897,Hyderabad,Salaried,242111.89924228072
68,55004.931579304226,,654.0615914365877,Hyderabad,Salaried,151389.15511369586
34,65563.0991638685,81853.37822290808,709.39016175437,Chennai,Salaried,72738.1820099363
25,42349.75401717879,299026.92952900624,492.7177466210776,Hyderabad,Unemployed,163237.98430522232
52,45951.87597059943,230957.7130502599,607.5309793664293,Bangalore,Self-Employed,133201.35487859463
52,35318.54426326539,302874.77348558494,664.7898584595631,Mumbai,Self-Employed,181808.5797862683
50,43335.60109885833,201039.68538377038,734.0055269498803,Mumbai,Salaried,105757.53074633898
22,55659.50739567279,327199.70587708656,615.5668286745656,Hyderabad,Unemployed,185877.55327850356
59,61354.829249680275,190855.177944758,518.6413105770688,Hyderabad,Unemployed,120372.9162565661
56,36167.52013733562,268743.8209574092,693.3798012176295,Hyderabad,Self-Employed,144389.13593109045
58,63044.088801584905,167701.79104377324,605.5246327822059,Chennai,Unemployed,107668.00245527117
45,70334.56788207426,160040.3996674873,566.7233338636747,Mumbai,Self-Employed,97671.03892898385
24,56201.523548355515,175862.82389089838,606.2958227200743,Hyderabad,Self-Employed,117226.51794417162
26,78151.937188371,152333.56958706438,637.0832249640905,Bangalore,Self-Employed,92601.13164464061
25,38393.1620134464,206133.51579973978,607.6678734823251,Hyderabad,Unemployed,131284.72186292766
29,31330.179450328746,281233.92292347807,495.6103760030652,Mumbai,Self-Employed,154239.06748597274
51,23319.19626643582,216153.96365580146,712.7946337820993,Hyderabad,Self-Employed,117720.34845131535
50,,187382.3248936856,,Mumbai,Salaried,112768.8033808965
65,59815.484845310864,185409.4365542228,695.6065393937654,Hyderabad,Self-Employed,127912.00708451695
40,49166.229936343174,121840.45956516714,570.3620030702629,Bangalore,Self-Employed,74855.09745384955
41,54199.529394797304,244155.48885735794,635.8955926236738,Hyderabad,Salaried,133024.07357841005
54,33117.66429052435,,649.5435079339379,Bangalore,Salaried,124999.43763125784
52,86686.27969425239,190976.00432046872,691.9156072693337,Bangalore,Unemployed,119369.98400625684
61,51938.31772962841,359655.37839224306,696.7838342102657,Hyderabad,Self-Employed,201432.1997156678
57,51640.92191907339,214937.64541828432,598.6078340855053,Bangalore,Unemployed,137135.21538309185
39,60886.49935848038,162410.44749524078,655.7396889489493,Chennai,Unemployed,107608.14647246354
44,57215.1384760507,178682.12018972283,682.0096283230669,Hyderabad,Salaried,130634.21337960703
52,53358.26036418697,,751.9075625502736,Hyderabad,Unemployed,143888.19278180093
18,38142.88316832032,205663.52052688823,699.3154577877306,Bangalore,Self-Employed,119162.66642582009
52,57072.025357039936,128086.10108413166,705.2339681162863,Bangalore,Salaried,86885.21642766385
54,78230.3674471255,245961.44672876017,655.8678639550552,Hyderabad,Self-Employed,159220.86176380824
64,70181.30069232467,166592.7957230503,748.7321401642453,Chennai,Self-Employed,124724.34074924594
31,73897.79939959096,293664.8888108773,678.6833957171648,Bangalore,Salaried,176524.78327877456
20,,254002.40328573243,589.72384628785,Bangalore,Self-Employed,144221.33125820154
18,35155.92769612129,177633.90521706245,748.2358979087634,Mumbai,Salaried,92016.1712181566
22,48113.19619850528,264050.81808675564,698.853229077732,Chennai,Self-Employed,154571.71209167366
43,50835.87368433042,203392.77552637015,618.9869185210063,Chennai,Salaried,116634.01895372973
31,66412.87277706423,485277.3675122219,616.435492282053,Hyderabad,Unemployed,274911.26361803844
56,24613.03055427771,224236.64086472374,670.7602881598533,Chennai,Self-Employed,122112.99058806343
44,72943.2547919092,157682.16725045632,682.4229356687309,Hyderabad,Salaried,105141.90887578751
26,47629.88152131516,167822.5083841269,663.8104585941844,Mumbai,Self-Employed,90235.64308856415
32,43596.7839507887,251498.04087905807,671.7916071410019,Chennai,Self-Employed,127431.45085855028
32,,183261.23339467295,768.9970162203466,Bangalore,Self-Employed,128375.9875727053
43,25177.14992201346,179817.57683790015,725.008020656442,Mumbai,Salaried,106008.85269777129
59,62347.55875942872,152243.87103253236,663.3444913885517,Hyderabad,Unemployed,105503.0028342864
30,51099.76950782606,,715.8917406537238,Mumbai,Unemployed,123955.87526689406
68,30650.58650388419,303126.24596215726,577.7233267530722,Hyderabad,Unemployed,175290.76827156072
49,30573.818419045758,146623.35428728635,677.8548934962766,Mumbai,Salaried,96213.77056336327
56,,201210.9728336379,776.6514444813178,Hyderabad,Unemployed,113836.69777059846
66,75035.32287934089,270611.02777077147,634.7367873225338,Chennai,Salaried,153568.42426395946
69,46106.12972954593,196017.93043771424,590.6656249966641,Bangalore,Self-Employed,110422.18354941483
49,27452.855703228408,222618.5898124867,604.3537777984858,Hyderabad,Self-Employed,125305.86290812562
21,46313.85403871084,146880.323592656,573.7256873860329,Mumbai,Unemployed,94742.64491320384
47,45909.146453784946,221415.35486038245,595.0666664310608,Hyderabad,Salaried,130815.02811302381
54,9546.700355876426,190642.78674977255,624.0644330986979,Hyderabad,Self-Employed,117413.34889903822
40,49185.577002232814,249286.49978399315,551.610308657495,Hyderabad,Salaried,137765.4575782808
56,46535.98204686983,259369.30257823755,651.0932833764722,Mumbai,Salaried,139289.75882665528
62,60443.095472201276,329478.1821009307,713.1594021650653,Bangalore,Self-Employed,190004.6039322946
32,77734.34142418018,228981.65866067878,586.4570673897156,Chennai,Salaried,126744.85427318115
60,66898.47544321636,216289.81582910832,756.3498746549238,Bangalore,Self-Employed,142735.32427917447
46,45966.669641677545,209719.2150788668,685.7554461969316,Hyderabad,Self-Employed,126486.79553866724
53,33402.11136887495,182341.6853594656,722.140640993684,Mumbai,Self-Employed,105032.50209123266
30,88600.3970487479,216924.19217308456,603.9515812303504,Bangalore,Salaried,137146.20228097876
49,50888.27651021732,185229.92949304852,709.8167658946631,Hyderabad,Self-Employed,124079.57317974842
24,50208.939378694195,416846.0976269614,573.5646269723281,Chennai,Salaried,238002.85625019757
68,49638.12369334995,265879.87678039796,712.3173250585556,Chennai,Self-Employed,152490.83016465598
39,52971.271411517824,149672.87173601793,662.0287537855472,Chennai,Self-Employed,103265.79306489856
45,47834.593821140865,256993.92805645228,688.7275853989348,Hyderabad,Unemployed,158368.32264696114
19,41395.069896796456,265855.7533669933,567.7083776062603,Mumbai,Unemployed,154378.74368484534
59,41797.115881394115,194096.57365044605,587.3451110406377,Bangalore,Unemployed,113406.22250376038
62,49508.70094676002,93907.25504957027,691.8059752777369,Chennai,Salaried,72535.97463649652
23,41848.62843299352,169608.90064527837,583.615639704306,Hyderabad,Salaried,92804.32882028655
45,39307.313259842536,264849.7273280555,682.4244404469387,Hyderabad,Self-Employed,151752.35773938915
45,51596.453415378455,198856.5968850559,554.3003535477828,Bangalore,Self-Employed,118118.97544635674
61,46175.34173868717,150034.88838525445,709.3721948866668,Chennai,Self-Employed,92065.11242516537
61,72559.89482874033,174761.25393858913,,Hyderabad,Self-Employed,97520.6189789444
37,10235.45287410482,242031.00132522767,688.6609956375667,Bangalore,Salaried,120696.76896709666
47,66372.60277883692,227336.67841006897,693.79416535522,Mumbai,Self-Employed,135659.11345098395
28,68691.27788746444,188053.3950415153,601.2259727099298,Mumbai,Self-Employed,129596.73242048384
45,18899.146513877757,181658.7794092656,690.7418596959309,Mumbai,Unemployed,106264.7871597953
42,44859.68608879477,180412.0925478089,668.2309584333489,Chennai,Self-Employed,119743.00416515538
56,44428.38701006313,153879.49077507487,612.2810700665083,Bangalore,Self-Employed,108820.20601522275
50,28887.32457923268,280768.7844734721,579.4011721146654,Bangalore,Self-Employed,158137.69278414745
18,38332.74968613687,183883.976539433,512.6162015829195,Hyderabad,Salaried,109970.90929818973
44,33341.36231801257,260857.92604127483,674.4755033109785,Hyderabad,Unemployed,137446.18678229884
69,76284.05665135435,276065.80259612255,540.4638060046561,Hyderabad,Self-Employed,186189.46899924724
30,64035.17589721191,249915.54490739803,656.6740939608916,Bangalore,Self-Employed,136556.6254453696
58,69073.32642491237,178418.9843640976,631.5586248742426,Hyderabad,Unemployed,117434.41724034988
20,60825.08096064853,220186.50451683046,697.5399942806737,Bangalore,Self-Employed,143644.16652487035
56,33064.22343174156,198790.2196804542,628.8568150357095,Bangalore,Salaried,124070.32079542005
23,42132.196005803395,154814.9069634936,626.9386549557036,Mumbai,Self-Employed,84765.6079286516
25,57340.61841841877,216217.96408608014,701.2309493001807,Hyderabad,Salaried,128124.4470328916
44,31668.082866620818,141048.01044200987,673.4540620358882,Mumbai,Salaried,78769.42298017343
26,60694.97645258582,259383.96942307818,672.1309170027945,Chennai,Self-Employed,134817.44452168257
54,46395.119027627974,176769.13513508035,682.8487312865968,Chennai,Unemployed,110434.85800614415
50,44377.68788675604,210057.98279364198,542.5099513755026,Chennai,Salaried,116591.24331420305
68,60664.39952305237,214164.3935773071,702.9752075990888,Bangalore,Unemployed,147366.0915686736
59,56663.9496722906,187054.75131479613,692.8728155809522,Bangalore,Self-Employed,123607.0330967815
61,44585.507512713804,229334.69007376375,578.8321809996452,Bangalore,Salaried,134245.33860283354
41,67389.94705046373,176254.8171688738,,Hyderabad,Self-Employed,109946.54104429539
32,33784.05008600154,243564.8648728622,647.2484898660658,Mumbai,Unemployed,139541.29305874897
49,59239.034104163955,132701.01598766257,640.5852250918787,Bangalore,Self-Employed,87969.33231684145
49,58896.51886952575,206318.9789773206,673.3701976597974,Mumbai,Self-Employed,128257.53821504708
41,45356.803410290144,296946.44995291426,750.1956747281829,Mumbai,Salaried,188598.58045514568
58,54891.99533363177,149983.43376972125,725.723670937098,Mumbai,Self-Employed,88068.99064084436
69,31233.296354220456,166112.75147375744,558.1446564598016,Hyderabad,Self-Employed,96321.39252126013
66,63860.40528810352,225695.39248294575,693.5448993214234,Hyderabad,Self-Employed,146005.1508241404
66,47226.46795335517,208979.0890969799,743.0253323674787,Chennai,Salaried,122086.32984031305
69,42159.154692214404,217531.50496367796,677.0765964482442,Chennai,Unemployed,143989.68326006943
29,65735.13838755334,224459.35650738317,726.3686297630177,Mumbai,Unemployed,145998.49759770613
56,39434.84464185861,231736.0734280885,790.8589311990536,Chennai,Self-Employed,128418.17526689613
19,28873.080554546606,255484.99209781116,721.6596682274887,Mumbai,Salaried,145661.70392029427
20,26650.562397141442,220490.93284642563,667.451601694921,Hyderabad,Self-Employed,117869.06381742645
66,59090.14927018459,187937.11726907289,723.1561931859328,Hyderabad,Unemployed,110960.58220391019
54,30793.559712555754,233628.68506013657,660.1421483167824,Hyderabad,Salaried,131251.85212990703
66,76321.91272976546,294994.09674476075,651.6732130299469,Bangalore,Unemployed,189547.9659406273
34,18771.058881744168,193368.3126808713,625.4010035000388,Mumbai,Unemployed,116023.93443780646
66,75446.84552435057,151273.53476646793,759.4389351182476,Hyderabad,Salaried,105639.43432674903
19,53165.26200803927,255354.03346434864,592.7099933840599,Mumbai,Salaried,157365.55721645063
19,48549.30332194411,,757.2657407274681,Chennai,Self-Employed,121814.10640917625
45,41826.21369786575,91366.52269929819,684.990488661826,Chennai,Self-Employed,53382.1000893742
40,167961.1251458432,242371.08385752107,552.0485677638641,Hyderabad,Unemployed,175642.988958269
54,49435.47946362727,173233.59070230386,675.7354505093995,Mumbai,Salaried,107473.19773551945
49,66549.52823024782,195473.33588479197,502.9981444643863,Hyderabad,Salaried,130348.41122537383
50,51713.41472993059,216599.01652845074,693.7855611781725,Chennai,Self-Employed,125086.68328896529
18,52254.52642192817,209524.98398895332,711.9662038092293,Hyderabad,Unemployed,118431.8662025397
36,44545.81681679216,235472.59085695198,608.5350831043562,Mumbai,Unemployed,136729.9217366891
19,49145.81564418399,178225.68147150782,658.6483387168907,Chennai,Self-Employed,103988.82377623249
61,54617.026533380886,225655.28990880414,,Bangalore,Salaried,133845.57092220517
43,24347.474110150615,187022.66612080415,614.5977307016644,Chennai,Self-Employed,106152.75687155263
49,29777.218668414305,236940.52404437517,575.876468906038,Bangalore,Self-Employed,129331.7506745277
23,61148.96141034072,230768.37420065267,753.7164381723819,Hyderabad,Self-Employed,150897.86733368054
49,52562.981571919125,153228.06489777024,787.3811033371557,Hyderabad,Self-Employed,114399.68901387663
21,47240.24995470981,254299.1058087516,650.2586970293493,Mumbai,Salaried,156453.32229066436
28,50276.5089959809,173201.8277442976,720.802412478585,Bangalore,Self-Employed,91179.91904418028
34,55213.72558042507,240402.88991405725,743.9033140871617,Hyderabad,Salaried,137784.85914900943
55,41903.60479535958,218364.36567006703,598.0261037223131,Bangalore,Self-Employed,125947.00412054257
41,38325.42911896531,291909.1838397561,616.0285915242492,Hyderabad,Unemployed,145149.77397730938
22,158813.03647939567,188826.7008814074,736.1612159208314,Chennai,Salaried,140659.9563722379
69,35324.40833577452,182534.16019409013,767.9509995095957,Hyderabad,Unemployed,107629.61290054787
51,56123.79133571708,199029.01970561338,689.4016602122049,Mumbai,Self-Employed,118755.92304435324
23,24461.245936432395,184841.01085828623,588.4129952548562,Chennai,Self-Employed,105729.51093571058
39,65437.33455988466,239997.09509710252,,Mumbai,Self-Employed,133712.40708193672
28,57088.96223619564,119184.46957817061,612.8320371531624,Chennai,Salaried,78244.42032430726
65,53840.44601470813,147315.8790426823,626.5403553179983,Bangalore,Unemployed,97594.57438619937
33,64740.36475918271,146609.85392104034,673.9636484142735,Mumbai,Salaried,99568.68758666642
50,74982.11666693864,247515.3795986788,758.7912294500342,Hyderabad,Salaried,158309.17287040013
26,65215.55097527196,285530.66862909624,709.7783183586556,Bangalore,Self-Employed,173313.52641069161
23,22386.88653002532,194777.53907312642,679.0405850253337,Hyderabad,Unemployed,106824.1716582825
33,30806.345498964478,191558.91384049947,682.4301971082674,Chennai,Self-Employed,113046.85137177298
46,40627.72133456482,203502.60815565908,653.0460268050426,Chennai,Salaried,112470.14979929905
20,50391.36575316251,258093.91513040953,689.0697660162955,Hyderabad,Self-Employed,148352.78176104362
37,57764.88530703685,153632.3432904713,472.9307945613988,Hyderabad,Unemployed,88318.77046346362
53,39113.84280269802,211918.44913673925,629.2374778651141,Bangalore,Self-Employed,134639.99651059275
36,52801.50146715617,248759.88148912147,666.8925354441747,Hyderabad,Unemployed,144154.373533842
43,38669.256014700164,225054.70849699227,569.4290141466345,Mumbai,Unemployed,140461.85565665318
20,40827.23295512078,209479.08082993716,677.0426322468091,Mumbai,Self-Employed,126873.09731085737
36,28900.083547276667,250052.30462835706,635.6870145309715,Hyderabad,Salaried,131196.4249071089
37,108454.5039250093,64838.38535003815,772.8832988820843,Mumbai,Self-Employed,75195.4428313579
49,29724.730915754997,233893.76597654537,,Hyderabad,Salaried,141562.59872152802
24,35361.90120534001,167296.2158436288,617.3936101617286,Bangalore,Salaried,99654.80646900856
69,65804.62694911759,108468.35515717715,639.4413601903314,Mumbai,Self-Employed,81110.27278863956
58,35759.01666752085,225560.12997624904,644.8236704074125,Mumbai,Salaried,124441.43360890412
50,89485.73097256086,268682.92725814786,,Hyderabad,Salaried,167612.05355230393
57,57399.76851321334,193127.5742686154,663.6517488819688,Mumbai,Self-Employed,122799.21706511281
56,52772.54185542311,247643.72736014694,596.9202551778687,Chennai,Self-Employed,139834.670647294
35,37124.6332972818,280613.91289943224,570.8569265543731,Bangalore,Self-Employed,146359.95633764786
57,60504.64819113487,265745.7226792024,693.5897856730188,Bangalore,Salaried,170839.85864950376
18,41365.43260643339,281998.22646856966,694.0670708955267,Mumbai,Unemployed,166390.61878501752
28,51830.147219680424,237106.37455359462,593.6978968238005,Mumbai,Salaried,134562.6293572256
45,88401.26807403192,203771.68194507965,,Chennai,Unemployed,137729.54276786378
42,48559.10150413025,119901.70940514158,605.7895589584268,Chennai,Self-Employed,65790.69406666423
67,67239.09989428514,187696.87559350257,667.7215666626587,Mumbai,Unemployed,100926.67369255985
40,39452.35362311169,157837.67023419042,707.424080882872,Mumbai,Self-Employed,108670.11288763545
48,49475.17264254557,308547.1358748907,,Chennai,Self-Employed,177888.10233753183
47,76562.00953453264,191205.70937838318,681.8318638498794,Hyderabad,Unemployed,124912.75149320402
59,40595.494133183485,206160.24033922428,613.84992492787,Chennai,Self-Employed,123723.83970697541
52,77186.72836995393,227574.26880202338,636.2473391600332,Hyderabad,Unemployed,175566.94289279522
24,60616.279031832135,202180.12231862269,635.5898398383762,Bangalore,Self-Employed,134321.796129698
33,41562.99836158598,284752.5520215377,597.7395157421832,Bangalore,Salaried,150368.16801291838
43,59486.116085832815,168867.5319132774,637.6258085818953,Chennai,Salaried,91852.09494900424
65,64588.316744400945,209730.37276186215,541.5967190795377,Hyderabad,Self-Employed,140203.0062286409
69,59327.149433257946,162876.4707150976,615.6192377000526,Chennai,Self-Employed,113953.53110682676
66,26446.629201643154,133998.8744389647,630.058715464123,Chennai,Unemployed,86984.62081012092
19,39092.94236262697,169411.54545473572,632.0674173253234,Hyderabad,Salaried,94625.53930041526
18,46287.22046672743,198148.1601475794,633.0951787890455,Chennai,Unemployed,122924.05190053814
65,48883.498563499306,,645.676506009791,Bangalore,Self-Employed,103155.80732878155
29,59310.08146326017,165378.9510063072,683.5609062660245,Mumbai,Self-Employed,113945.92786500152
22,52665.51501399881,129684.1268164083,711.2161951892766,Mumbai,Unemployed,97580.44893701997
54,29969.83461934848,195844.72136856525,604.5164341206213,Chennai,Self-Employed,107523.74782299802
49,55702.967765089445,124763.98129844989,565.77594012276,Hyderabad,Salaried,96068.74199213361
26,59158.786179257346,238002.79818448014,577.0568911429827,Hyderabad,Unemployed,143668.12785307417
58,58396.856718965595,204121.98764672517,615.8957955163551,Bangalore,Salaried,130657.74091863568
52,66211.71088331932,127122.42502675347,625.3655077528443,Hyderabad,Salaried,76582.04721899293
36,62508.83231823356,184539.54614750683,596.100275366178,Hyderabad,Salaried,119305.57058243427
65,56887.70118842655,162392.17972047086,559.2718335025074,Bangalore,Unemployed,97099.27467764178
33,48947.51432812029,215958.725520959,618.0715420768068,Chennai,Self-Employed,133590.6670198254
