date,age,income,loan_amount,credit_score,num_transactions,annual_spend,city,employment_type,loan_type,target
2020-01-20,37,,335218.6001341193,799.4377931997794,26,808814.6192928192,Chennai,Self-Employed,Education,233114.9989000352
2020-01-21,32,54187.720230106905,293145.97584020684,716.809862864233,23,1776745.9896055907,Mumbai,Self-Employed,Auto,293771.3772334447
2020-01-22,54,74059.37261938748,332126.38425669505,644.5901037704027,20,578304.6004075764,Hyderabad,Self-Employed,Home,215049.77916803586
2020-01-23,50,46828.5825621915,334948.5617486453,665.3727901155492,31,1165586.2838174382,Bangalore,Self-Employed,Education,227367.72569548502
2020-01-24,34,51745.46899229074,329674.01684989355,829.2847756413871,32,5169465.508515422,Chennai,Self-Employed,Education,296996.67544963775
2020-01-25,22,,155316.3240438953,,24,646942.054189049,Chennai,Salaried,Education,77668.39352786497
2020-01-26,67,73243.28553997976,261778.6517988315,421.2688282192688,32,589269.3697542571,Bangalore,Student,Education,234881.36455436857
2020-01-27,21,47825.37492891282,296690.87997060304,715.3842242700618,26,931979.371857908,Mumbai,Self-Employed,Education,251646.19877664687
2020-01-28,20,73116.54783838276,408016.5821557561,777.6189476805031,27,,Delhi,Student,Home,322444.2595413499
2020-01-29,38,100441.22441947571,260533.866301667,722.3740343121934,30,757650.6564952421,Hyderabad,Self-Employed,Personal,354519.5622878453
2020-01-30,57,71948.42571471092,472411.3252198782,662.9906005814415,28,1240472.350462503,Hyderabad,Salaried,Auto,286694.3951053468
2020-01-31,20,54510.82689682605,1185048.797458313,664.651656832646,41,820911.9885744528,Delhi,Salaried,Education,176434.7789825052
2020-02-01,38,46517.42649542939,174553.9675503737,634.0568747914072,29,1107473.8532711128,Mumbai,Unemployed,Education,251579.642731244
2020-02-02,65,52915.81236816641,,617.550708256531,27,1029997.6718828294,Hyderabad,Salaried,Home,305791.3550766533
2020-02-03,66,77728.45559115219,359321.3719511344,564.0036112255448,28,690984.4292631892,Mumbai,Salaried,Personal,185137.47651841157
2020-02-04,25,90742.92963099887,438094.7655987413,671.1637972692902,34,798210.3416168483,Chennai,Self-Employed,Personal,320593.86608212127
2020-02-05,59,60000.53739147221,265221.29843939136,509.3005809742616,21,1276208.0823544683,Chennai,Student,Education,213812.7239657781
2020-02-06,53,53932.85947720263,294882.85331524385,680.0043585002364,32,1429382.0097951521,Chennai,Unemployed,Auto,337304.45771499636
2020-02-07,46,48379.9882421327,128265.8115708078,659.5115090627038,32,1152099.4951789752,Mumbai,Unemployed,Education,172096.24518073798
2020-02-08,56,77796.88827356587,73741.12734056474,,29,352403.71173420467,Chennai,Self-Employed,Auto,175788.97109026613
2020-02-09,51,59946.634771011915,240556.73592230518,635.9064663694229,20,1547597.8053207165,Chennai,Self-Employed,Education,256965.48110691376
2020-02-10,39,90309.89469901644,312389.7636713902,672.3624647482084,23,1370227.339670966,Delhi,Self-Employed,Personal,283376.36152778246
2020-02-11,48,101172.69975380394,270563.1419610907,641.3265423220744,38,1055194.4806520073,Mumbai,Salaried,Education,244626.598056679
2020-02-12,45,48634.004488526596,243367.1511295938,764.2402478173999,24,1555497.3892637417,Hyderabad,Unemployed,Home,295675.7356372274
2020-02-13,52,90293.7759833826,303011.32717214647,587.4390587905846,30,1192260.1165256265,Hyderabad,Student,Auto,232477.34979338024
2020-02-14,51,68648.74172157352,261960.83300722376,544.7642774799182,26,1247902.7601371885,Hyderabad,Unemployed,Education,231211.61052054176
2020-02-15,30,84086.26601577984,191505.28030081128,695.7257249219896,34,1671454.036200494,Delhi,Unemployed,Education,406962.5007924929
2020-02-16,58,154250.72502821672,411611.02486446954,,26,879914.8852573845,Bangalore,Self-Employed,Personal,367113.06622648716
2020-02-17,21,,418523.7257041993,,27,1227332.3594443963,Mumbai,Student,Education,242262.26557680237
2020-02-18,60,,226502.7725340943,648.9354996372257,30,1321718.3248748437,Bangalore,Salaried,Personal,227088.6349203026
2020-02-19,23,82731.69481115721,471392.2660607228,664.0114115882251,27,1253065.3427213912,Chennai,Self-Employed,Education,403133.8281952974
2020-02-20,18,47834.30224810401,405513.5696134477,685.660906726744,26,,Delhi,Salaried,Personal,268123.3767897116
2020-02-21,29,49481.2644453656,178579.07041059143,705.0406045406547,28,759491.3940870301,Chennai,Unemployed,Personal,153175.5995062978
2020-02-22,52,23310.201140829973,,535.844556650645,32,649237.2835527005,Mumbai,Student,Personal,258136.3985401535
2020-02-23,28,53615.815241611635,326793.4991561509,565.2953113706383,33,1333846.397072291,Mumbai,Salaried,Auto,233889.7209197669
2020-02-24,40,81383.13345993118,329671.0866056387,554.5984145109029,36,750749.5453057006,Chennai,Unemployed,Personal,191308.65210623798
2020-02-25,31,53137.57561074989,543218.6241164269,566.3808146829836,42,1480627.5604649957,Delhi,Unemployed,Home,445187.48192105116
2020-02-26,36,102757.14846300377,365489.3568543262,627.3957951830696,29,1221210.8485690444,Hyderabad,Salaried,Education,251505.89598753408
2020-02-27,54,57996.34252317921,369694.3214254194,423.0913237488289,35,1452406.6388076975,Chennai,Student,Auto,265733.59018186363
2020-02-28,33,96603.33465809363,214209.10908080678,718.2025153399611,28,1200087.3876028918,Mumbai,Self-Employed,Personal,181772.5462265159
2020-02-29,61,39266.096644702935,313629.1214325127,561.9855632762856,36,523566.37701793044,Chennai,Salaried,Home,175184.03545467855
2020-03-01,45,47082.81814889829,493541.0495574059,609.4079588297266,20,1508119.487601047,Bangalore,Unemployed,Auto,315055.05982197914
2020-03-02,62,64056.909928218374,281599.2681296257,778.2151929569297,27,893688.4288207346,Hyderabad,Salaried,Auto,221731.83021774626
2020-03-03,48,44817.366723207044,290796.76587855566,618.4766132674995,29,725325.6414821973,Bangalore,Unemployed,Home,179250.06691615705
2020-03-04,24,75087.25777872375,258651.8092042052,615.9804865047956,31,1266622.4499163788,Hyderabad,Student,Personal,228993.07844615626
2020-03-05,63,69166.6147188034,358379.6317426916,759.1161242631792,25,890679.5997012237,Chennai,Self-Employed,Personal,374406.2886681377
2020-03-06,69,75387.29738608858,395310.282713632,,31,999830.9054513103,Mumbai,Unemployed,Personal,302780.69624010345
2020-03-07,44,63796.55552534466,331329.12009922037,720.4936252901866,35,1525682.2891490804,Chennai,Salaried,Auto,336351.86706664064
2020-03-08,34,62437.02972431858,311706.7426084884,,30,587656.1989308221,Mumbai,Unemployed,Home,229490.6385460792
2020-03-09,24,46736.751628498314,405448.3041083927,691.8755893990271,22,1005823.6841844475,Hyderabad,Unemployed,Personal,259117.32843006603
2020-03-10,32,53221.09057333712,335146.36018247023,590.6136847183097,24,921512.5669589274,Hyderabad,Student,Home,264749.1370090014
2020-03-11,57,85991.39872393881,188799.87882244348,599.9572679399424,28,1311204.3323898688,Chennai,Student,Personal,276035.37307914364
2020-03-12,29,50874.85308885714,258519.2238758865,736.7163029835926,32,910016.6041997111,Bangalore,Student,Personal,254896.190988808
2020-03-13,25,76364.46819158063,,727.3599014983076,29,1108755.259489805,Chennai,Unemployed,Personal,368371.5198507166
2020-03-14,19,65913.05342738231,352051.22408675344,630.0208088741804,32,377585.66117584263,Bangalore,Student,Auto,177814.45142903013
2020-03-15,61,80997.8154490314,253896.3922719742,851.0071889907779,34,1187241.1319890486,Mumbai,Student,Personal,254992.69879978997
2020-03-16,55,75300.5648621128,219951.49724767072,696.6612208065184,30,1129761.4433161493,Mumbai,Unemployed,Auto,253205.63842855208
2020-03-17,43,318631.05192831415,397038.1987503753,738.7815410001692,26,889280.3958189804,Bangalore,Unemployed,Personal,326774.94874335185
2020-03-18,68,78089.94289922365,252966.97647770628,677.1449951543516,26,759242.8631959044,Mumbai,Self-Employed,Personal,215596.498388641
2020-03-19,38,71295.57321887881,203436.09669257444,613.2278128422522,35,1285889.8921846186,Hyderabad,Student,Personal,258054.59736423864
2020-03-20,67,61486.74761699392,221442.15124583326,733.7510151218094,34,1383693.2906220786,Chennai,Unemployed,Personal,260983.70153708436
2020-03-21,30,80745.45426653499,112483.13666437953,625.6534889333735,18,1190983.4046040797,Chennai,Salaried,Auto,227551.0173349847
2020-03-22,36,35609.10615262385,338183.40336684714,628.1478065955674,30,856672.4912808919,Mumbai,Unemployed,Home,214112.85388983024
2020-03-23,35,49661.445655552314,370918.31903990806,674.0575391623729,30,380354.8460742334,Delhi,Student,Education,238310.21868528106
2020-03-24,19,32333.372855028756,372526.4687323602,608.9302936588883,27,858724.0996863565,Chennai,Unemployed,Auto,218640.5533679211
2020-03-25,69,56854.3320022153,430485.1473538677,555.4700675798099,32,1027394.5246369408,Hyderabad,Student,Auto,359945.9875632507
2020-03-26,62,52315.40523224825,226228.35150693503,629.1358305689204,26,1209782.0488857934,Delhi,Unemployed,Home,175024.60690926103
2020-03-27,59,18156.90869046905,272104.3382209947,706.0382757276917,29,1222199.7523802018,Delhi,Self-Employed,Home,254313.62653860598
2020-03-28,66,49180.53376810766,124616.44768306793,769.1621577376945,38,825690.5700973166,Chennai,Salaried,Education,156505.30905807964
2020-03-29,45,45171.26342570922,247432.3299176728,807.4658824300496,22,988151.4747781829,Mumbai,Self-Employed,Personal,286842.17758099595
2020-03-30,67,38588.02431990293,389037.2253463442,591.1624178429686,23,1068766.2991931415,Mumbai,Unemployed,Auto,307803.2533152227
2020-03-31,40,61702.43707531757,268354.57849288674,422.6992062812353,33,1316088.457631029,Hyderabad,Salaried,Auto,171175.48325417016
2020-04-01,21,63311.19619782422,184082.1239076002,569.4853096451386,35,1258342.4645965619,Delhi,Student,Home,292069.9934222866
2020-04-02,21,193629.04541153606,466864.14350008906,591.2913411086151,26,561865.319351469,Hyderabad,Unemployed,Education,216708.08688977585
2020-04-03,29,87024.9875612926,318568.62933304097,649.7932711920574,23,613384.6495072895,Hyderabad,Student,Personal,208295.48807210158
2020-04-04,39,85442.21478018194,306282.9719776623,651.6416622184622,32,1403166.890848691,Chennai,Student,Personal,237974.13367452385
2020-04-05,43,86636.42932999914,310254.4996099171,528.8263656798115,29,1328193.1423170103,Delhi,Self-Employed,Education,346276.9196804218
2020-04-06,57,97145.46001649609,194560.1188668676,637.2270890674853,27,763336.321451603,Delhi,Student,Education,218885.0398347964
2020-04-07,59,48031.795885061874,221509.2544865906,426.17369614100255,27,905057.1546070914,Mumbai,Self-Employed,Home,225705.3096205694
2020-04-08,52,58961.00992186465,413770.50417704193,700.1772720774585,31,1060277.8864667949,Mumbai,Unemployed,Home,290187.62978317274
2020-04-09,21,20348.222041456538,,601.8771266014946,28,809287.6522379356,Bangalore,Salaried,Education,222646.99620045794
2020-04-10,29,73453.52833290257,420233.59120050556,638.972507536638,34,1206595.2416709955,Hyderabad,Self-Employed,Personal,331849.08678111195
2020-04-11,21,58998.22611958123,294949.45400119136,584.7121990973297,36,312729.9433711914,Hyderabad,Student,Education,162926.6998654855
2020-04-12,69,42231.06894957478,422409.4199902992,459.6569375098803,31,1143420.7093198886,Delhi,Unemployed,Auto,346822.11585365096
2020-04-13,48,101589.09049275883,143044.20995194642,764.2910019691175,31,1012001.5857982951,Hyderabad,Salaried,Home,268444.50443681894
2020-04-14,24,84407.87081309943,258967.60680374695,702.6539489220754,38,788084.6928144055,Bangalore,Self-Employed,Personal,279693.95430679095
2020-04-15,27,39362.58409620126,161810.43882263012,668.6289715331714,30,611940.5054878815,Chennai,Self-Employed,Auto,140538.07685927156
2020-04-16,41,36294.11241530671,985576.728489016,789.9416197578767,27,6221847.713123776,Bangalore,Salaried,Auto,279459.4021696335
2020-04-17,32,74019.77401774014,276091.3012189118,650.7255686847666,27,1207801.5886351296,Hyderabad,Student,Home,325724.5281857946
2020-04-18,56,51651.965429518306,394072.3804534788,687.19062679691,24,1574580.300156411,Hyderabad,Salaried,Education,356048.0133663801
2020-04-19,37,47714.919761326215,381768.4032817619,699.7622992856396,32,1199126.6590006296,Bangalore,Unemployed,Personal,224971.45245332667
2020-04-20,24,64711.365304830586,392385.38944952644,673.7587563580751,33,1118115.5750117043,Delhi,Self-Employed,Education,253412.52457462583
2020-04-21,30,,325735.577291396,722.2308383934279,30,1153583.547399054,Chennai,Student,Home,233255.60801455914
2020-04-22,45,51500.08349816157,168501.42669736248,500.9116407855059,25,1228180.2270790068,Delhi,Salaried,Home,189893.59528460997
2020-04-23,56,62202.89892505636,365203.3016511369,748.1490828182484,39,1225560.264034312,Delhi,Student,Education,201910.9447803368
2020-04-24,35,75476.72636011394,188629.00111137424,612.3986327780914,30,803392.8104107078,Hyderabad,Unemployed,Personal,231541.0285787339
2020-04-25,64,,344466.54428999365,587.5759787678307,36,528905.0320388513,Hyderabad,Unemployed,Auto,272529.7361536146
2020-04-26,28,63174.123806804964,118651.65543803072,681.8050906271004,28,3046609.534031108,Hyderabad,Student,Auto,205252.93441025913
2020-04-27,53,92759.35440865181,356929.3016546985,668.3675985307586,26,1269510.7371905618,Delhi,Unemployed,Personal,262307.7149839304
2020-04-28,53,43879.78204897869,251905.79008462344,613.5108743621573,40,1171740.1615989893,Bangalore,Salaried,Education,205992.31291458034
2020-04-29,19,29017.75054593654,297869.05694573,600.8586454391425,40,1375511.9505100213,Delhi,Self-Employed,Education,309798.18409910315
2020-04-30,65,57873.27479366382,518887.270776093,706.563875343178,31,1240858.718332897,Hyderabad,Salaried,Education,284800.3215452897
2020-05-01,63,64476.50970099333,488133.57779020176,685.3909572849328,38,1011714.6049696562,Chennai,Student,Auto,286138.11744294286
2020-05-02,34,35553.80092221724,349677.5820837152,614.7324494370421,31,1039418.9898086254,Bangalore,Salaried,Education,313312.1705473482
2020-05-03,23,52258.68480365687,334588.8642872229,834.3956633227124,35,6844252.821508866,Mumbai,Unemployed,Home,311776.8276852659
2020-05-04,58,76645.31987933558,290995.64796461334,721.3610337332716,29,980000.4601082184,Hyderabad,Student,Personal,251819.54001133412
2020-05-05,63,,168435.92094175614,715.0155721708554,25,771002.7584626968,Bangalore,Student,Home,292234.3363184374
2020-05-06,40,47252.75710259346,341652.14643409086,532.9816070046269,31,1160645.2847151286,Delhi,Self-Employed,Home,269555.6235193027
2020-05-07,64,41599.325948066835,331240.41979690467,634.1918886751872,25,1044175.83652317,Bangalore,Salaried,Personal,289537.834752648
2020-05-08,33,70630.04965938993,321466.8106607158,711.7658320513696,33,1375276.9723273122,Mumbai,Salaried,Personal,216318.6233866028
2020-05-09,58,78259.20259407177,360084.86474780214,675.737508426195,28,1236722.9468296422,Hyderabad,Self-Employed,Home,318818.69793555496
2020-05-10,43,33314.98840129789,350621.8098250261,595.8405045120486,39,1032117.8659717987,Bangalore,Self-Employed,Education,248141.0342773615
2020-05-11,63,59648.842748513525,368854.1560296115,512.7537820509685,21,534062.1268529418,Hyderabad,Unemployed,Home,204689.62859166262
2020-05-12,67,57406.37731048791,243940.6892894658,814.0409368157464,32,1257401.148047573,Hyderabad,Unemployed,Personal,298306.084832437
2020-05-13,18,45727.49063318263,462535.88674321916,627.0193623756473,46,1829969.8542796015,Bangalore,Salaried,Auto,339878.6339974521
2020-05-14,53,,230835.87907364604,681.1099201815367,24,847688.2551660361,Delhi,Student,Personal,189674.42718047794
2020-05-15,47,52944.01773540015,337707.460159683,,26,1075146.8018752693,Mumbai,Unemployed,Personal,349091.594375475
2020-05-16,19,75557.41050646317,446031.50559685443,,31,624513.5890484737,Hyderabad,Salaried,Auto,292595.28586373554
2020-05-17,37,,230740.9781040381,619.2728791822236,33,725356.7465306764,Mumbai,Salaried,Auto,145383.60066963424
2020-05-18,22,33715.127464944875,325872.41144874616,538.1426379068959,31,1011636.5563991397,Chennai,Unemployed,Home,223618.13601656168
2020-05-19,48,,295996.4898305439,673.1442497455321,34,1024988.269611627,Chennai,Unemployed,Education,279862.5763379219
2020-05-20,25,74686.3898065349,281055.9517883833,775.1506644116188,34,1204452.8286997906,Chennai,Unemployed,Education,244838.11409799324
2020-05-21,47,85441.96847357543,336083.5484973979,720.5423389104784,28,260064.973243205,Mumbai,Self-Employed,Auto,149691.84045234116
2020-05-22,56,79272.25965850643,50658.78989667838,644.8839922261457,26,1299391.906220563,Hyderabad,Student,Auto,219405.48300722454
2020-05-23,19,75633.3028331992,207383.57904066867,674.984304663681,29,782839.2769659471,Delhi,Student,Personal,266553.65789507667
2020-05-24,30,50833.70049640298,353826.9046502608,671.5202527364381,29,1215544.5418527937,Bangalore,Student,Education,311274.62274732714
2020-05-25,21,66481.92924935176,159182.8944165904,548.7126187656797,29,740514.1805623288,Bangalore,Unemployed,Personal,174514.7834124093
2020-05-26,62,109256.86836223112,123350.4059195526,614.6369529641129,21,1235362.311427478,Hyderabad,Salaried,Auto,235978.87533531702
2020-05-27,69,64236.353811946276,,565.4011867795498,32,,Bangalore,Self-Employed,Education,301281.21671901946
2020-05-28,25,84133.18968885479,444408.5134038612,,32,695569.3689376824,Mumbai,Salaried,Education,234397.8922990925
2020-05-29,56,28120.195431925673,,732.287980650601,34,852702.9645347603,Mumbai,Student,Home,235285.67972528093
2020-05-30,42,66904.39017168761,403497.8581031647,737.0198312872257,29,1283485.3974863514,Bangalore,Salaried,Education,478502.47252528777
2020-05-31,24,60686.794944462694,300857.75305544375,,35,503285.83192252525,Chennai,Salaried,Education,182074.99331793425
2020-06-01,31,52875.45365721599,154031.6193434182,610.30925760906,29,1147109.8067559365,Mumbai,Student,Education,299463.82611704955
2020-06-02,46,75453.41703538614,280617.3554503512,571.2752871740691,26,745790.3935399418,Chennai,Unemployed,Personal,221578.92286222446
2020-06-03,62,74975.33437299952,154319.7732337346,725.4375050533212,31,642410.1705951677,Chennai,Unemployed,Personal,199057.59852773443
2020-06-04,38,57247.11469869382,322633.68177083385,518.7303775849463,28,,Hyderabad,Student,Education,213616.58445694548
2020-06-05,54,69504.80354806426,,637.4400270765888,24,986134.6520469192,Bangalore,Unemployed,Education,198170.2935001274
2020-06-06,66,82863.15094594959,417908.5050475124,710.8955571163164,30,784604.293807057,Delhi,Self-Employed,Home,260178.1945359779
2020-06-07,50,83325.59241465564,153151.78024935044,653.1257001899983,27,591096.0747982585,Bangalore,Student,Education,125216.97244994999
2020-06-08,58,46480.486297313444,365154.29389117984,645.4293896323081,27,892990.3628157661,Bangalore,Self-Employed,Home,345470.6574742928
2020-06-09,42,109905.50920158904,177842.63663222076,742.4814217521505,33,1655466.2410215498,Bangalore,Salaried,Auto,390247.1887176251
2020-06-10,63,73474.10061753094,339928.7082253611,632.9413856712184,35,663682.1135282959,Hyderabad,Unemployed,Home,257748.18712186467
2020-06-11,31,50868.61663664148,339839.83514990786,565.2277657956276,28,276582.96571246523,Mumbai,Student,Education,203945.1505876993
2020-06-12,26,58635.51848541391,426744.747400369,710.1605902646764,37,573922.2839937157,Bangalore,Self-Employed,Education,192149.58697906407
2020-06-13,32,36113.966997608506,170583.65842813294,615.4200983114736,31,581292.306151756,Delhi,Salaried,Home,146713.42885943945
2020-06-14,24,43385.5808116141,381743.7775455326,662.4485568770431,30,821591.3086153506,Delhi,Salaried,Home,142794.55548972427
2020-06-15,19,64481.582282900315,257087.2719448247,581.1559953869518,27,1184154.6407461625,Delhi,Unemployed,Education,239026.1246837897
2020-06-16,48,31939.365870820286,193287.52892710158,633.7380603737025,35,1443925.3193731892,Hyderabad,Student,Education,140126.16316127402
2020-06-17,24,50055.298843277014,309212.1757473832,663.5850137820983,30,408424.56521235267,Bangalore,Self-Employed,Personal,190938.81787430923
2020-06-18,58,48741.02895019014,313300.3186388615,762.2388553634578,18,962367.1487592022,Delhi,Self-Employed,Personal,233964.2848489817
2020-06-19,28,56757.58967804836,332294.5165615797,729.7612724569598,27,770098.3333783031,Bangalore,Self-Employed,Auto,115319.97743832959
2020-06-20,30,28550.370770770704,278655.3185864633,,25,1430819.3278202328,Mumbai,Unemployed,Personal,230834.76556737578
2020-06-21,30,60194.96787707769,367176.9586161913,495.8532316485873,30,1103561.8176084578,Mumbai,Self-Employed,Education,241771.9651254708
2020-06-22,43,69614.13462141162,112990.66957106747,672.7677039403875,27,731875.0257763776,Hyderabad,Self-Employed,Personal,112114.73754292578
2020-06-23,60,67766.0226097387,566076.9035081173,667.316121648286,28,915063.1147425827,Hyderabad,Unemployed,Education,300586.720076724
2020-06-24,67,20374.31637499632,139518.8912443431,633.7484102715991,22,1427647.019907017,Mumbai,Salaried,Home,112022.4198390111
2020-06-25,25,88562.76019920097,268598.2477621957,662.7770865837699,20,883588.3695082676,Hyderabad,Self-Employed,Education,202919.34776214813
2020-06-26,31,89589.43005975487,368862.560043375,603.5844910785443,27,1026531.5894700729,Delhi,Unemployed,Auto,337859.94296292117
2020-06-27,62,53963.755381622446,212081.01839995562,380.74979952804034,33,936770.2332961379,Bangalore,Unemployed,Auto,239690.22368728244
2020-06-28,19,95344.55159102529,579728.9582488345,769.5409831945693,34,761516.4447801416,Chennai,Unemployed,Auto,302923.18714324967
2020-06-29,59,57711.99984659241,423356.61717261345,690.413780494376,35,813393.0175862655,Bangalore,Student,Personal,169972.64718329796
2020-06-30,32,52108.018497176585,360022.2684831341,,30,1237639.3649583561,Hyderabad,Unemployed,Education,246929.87958868558
2020-07-01,41,39205.347135139484,242272.7216204791,603.9087415742149,27,993657.3804658997,Mumbai,Salaried,Auto,264317.63131372444
2020-07-02,51,58688.903298526006,137372.43912562454,518.1109646560014,30,1020251.2601213941,Mumbai,Unemployed,Education,123867.31032024286
2020-07-03,21,,170268.83016359335,663.3660868691409,21,445350.8803837233,Delhi,Student,Personal,115712.10204423359
2020-07-04,35,53918.846459438006,,625.2943546954561,21,757347.0881688271,Mumbai,Salaried,Home,189866.28644775975
2020-07-05,42,64986.73317509083,256336.4997776801,,27,512966.8874011245,Chennai,Unemployed,Auto,211614.56839161014
2020-07-06,64,65008.58350924407,271588.08444244106,517.4835799228223,46,1707942.1056502257,Mumbai,Student,Home,253136.59631239952
2020-07-07,41,31004.433382717478,291397.5118547145,548.4464666473493,34,736368.8213094869,Mumbai,Unemployed,Auto,219170.5380651002
2020-07-08,23,78394.2447738808,358340.2710878824,,24,765144.1220992228,Delhi,Student,Education,273682.60142655455
2020-07-09,51,75509.32406860687,342235.71763619,658.0073990525199,17,597860.4846807646,Chennai,Self-Employed,Auto,266986.5183995221
2020-07-10,68,59375.09577882333,261890.071164312,771.302678484004,23,373266.81087102985,Bangalore,Salaried,Personal,293367.67282967264
2020-07-11,55,56775.876902870106,319520.4032804517,755.7284668716252,35,6559044.460440118,Hyderabad,Unemployed,Personal,291345.7440849946
2020-07-12,20,54417.25003531708,417616.4620518117,640.4908072040571,26,2008477.6554598527,Delhi,Student,Home,371144.2848295682
2020-07-13,36,50862.82485925012,348906.09047547355,729.9399995125693,39,1003031.4478235629,Hyderabad,Self-Employed,Home,225767.17526509712
2020-07-14,64,40955.48342050861,287512.940731529,800.3391599833906,25,947347.382945238,Mumbai,Salaried,Education,270410.61878252646
2020-07-15,63,38963.8661808168,438671.84071490215,766.7313542521542,35,1225629.8997618377,Mumbai,Student,Personal,319662.3123112322
2020-07-16,53,80616.17265645674,,798.8417902124912,23,5124393.211063698,Hyderabad,Student,Personal,385304.51392460376
2020-07-17,36,96590.02752925914,360218.69232567603,596.4186622171754,39,1435228.8215452912,Hyderabad,Student,Personal,237718.54339179685
2020-07-18,45,77012.10576582847,28233.30839746399,566.271400520986,34,739065.3518663913,Mumbai,Unemployed,Home,193464.87423912337
2020-07-19,64,51308.090210922834,168459.45615416134,,27,1417657.2938642467,Mumbai,Self-Employed,Auto,236893.39922698674
2020-07-20,27,,300924.9938651738,,34,807175.306479428,Chennai,Student,Personal,315425.98823783477
2020-07-21,35,43035.66742746957,85032.88690368901,601.6732695110038,32,907518.2264584062,Bangalore,Student,Auto,121932.44276790954
2020-07-22,21,54818.88711572007,229456.24318738474,609.2357942616144,26,1402357.7654944237,Delhi,Salaried,Education,251552.68290687125
2020-07-23,29,74093.06919929448,328243.5398657228,609.0399331800616,29,1115622.2322828027,Hyderabad,Student,Auto,249664.86476139538
2020-07-24,44,37291.576040645305,364815.6837424136,715.6760668238113,30,1046436.2106267468,Mumbai,Salaried,Personal,290807.13928771357
2020-07-25,46,31595.295910623325,452054.82224471954,702.1250067813835,25,940106.7315241065,Chennai,Student,Personal,276522.40968259005
2020-07-26,29,71223.26396497634,405777.71926348994,784.8948864351274,14,6810504.855660134,Delhi,Unemployed,Home,285403.326940761
2020-07-27,28,43051.74991746625,166201.88303001368,701.7745945878493,40,1331345.9491171325,Bangalore,Salaried,Education,208887.5237762127
2020-07-28,21,48114.44166367405,347606.4549549301,774.3745883991579,32,1584833.9928196645,Chennai,Salaried,Auto,318269.40384805447
2020-07-29,63,38557.95825696955,224359.64427032595,590.8022966652313,27,1445953.0293671652,Chennai,Self-Employed,Auto,236176.49128209456
2020-07-30,41,54153.13156347454,379541.6718831694,658.0864556840479,21,632552.842942141,Mumbai,Student,Personal,323569.7745608475
2020-07-31,43,52814.267345273955,229102.02906359197,621.1196598793357,30,927180.7512207294,Chennai,Student,Home,153174.86177544223
2020-08-01,45,67862.58710406421,355505.667057367,,26,933760.4023711826,Hyderabad,Student,Personal,252826.1239260606
2020-08-02,64,52373.22067713448,234116.71943730093,589.388226040961,33,1639348.5061319391,Bangalore,Self-Employed,Education,274786.7484056313
2020-08-03,21,49619.31573766543,446781.90066756675,741.3648872242281,27,576781.1481396055,Chennai,Student,Education,220192.29829508587
